Term,TF,IDF,,TF-IDF
,,,,
Music,,,next,
sax,0.0040816327,2.3304137734,,0.009511893
crutch,0.0040816327,2.3159703455,,0.0094529402
toilet_tissue,0.0040816327,2.3159703455,,0.0094529402
rifle,0.0040816327,2.3010299957,,0.0093919592
ocarina,0.0040816327,2.3010299957,,0.0093919592
oboe,0.0040816327,2.2878017299,,0.0093379662
mousetrap,0.0040816327,2.2878017299,,0.0093379662
park_bench,0.0040816327,2.2741578493,,0.0092822769
soccer_ball,0.0040816327,2.2741578493,,0.0092822769
barbell,0.0040816327,2.2479732664,,0.0091754011
drilling_platform,0.0040816327,2.2479732664,,0.0091754011
assault_rifle,0.0040816327,2.2355284469,,0.0091246059
oil_filter,0.0040816327,2.2227164712,,0.0090723121
seat_belt,0.0040816327,2.2227164712,,0.0090723121
feather_boa,0.0040816327,2.2121876044,,0.0090293372
magnetic_compass,0.0040816327,2.1903316982,,0.0089401294
mountain_bike,0.0040816327,2.1903316982,,0.0089401294
piggy_bank,0.0040816327,2.1903316982,,0.0089401294
plow,0.0040816327,2.1673173348,,0.0088461932
harmonica,0.0040816327,2.1583624921,,0.0088096428
academic_gown,0.0040816327,2.1492191127,,0.0087723229
panpipe,0.0040816327,2.1398790864,,0.0087342004
jean,0.0040816327,2.1398790864,,0.0087342004
Arabian_camel,0.0040816327,2.1398790864,,0.0087342004
chain_saw,0.0040816327,2.1303337685,,0.0086952399
monastery,0.0040816327,2.1205739312,,0.0086554038
acoustic_guitar,0.0040816327,2.1205739312,,0.0086554038
mosquito_net,0.0040816327,2.1105897103,,0.0086146519
worm_fence,0.0040816327,2.1003705451,,0.008572941
stone_wall,0.0040816327,2.0934216852,,0.0085445783
rubber_eraser,0.0040816327,2.0827853703,,0.0085011648
swab,0.0040816327,2.0606978404,,0.0084110116
military_uniform,0.0040816327,1.9867717343,,0.0081092724
vending_machine,0.0040816327,1.9637878274,,0.0080154605
lipstick,0.0040816327,1.9542425094,,0.0079765
sunscreen,0.0040816327,1.8976270913,,0.0077454167
carbonara,0.0020408163,3.7933712489,,0.007741574
Pekinese,0.0020408163,3.7933712489,,0.007741574
echidna,0.0020408163,3.7933712489,,0.007741574
cairn,0.0020408163,3.7933712489,,0.007741574
harvestman,0.0020408163,3.7933712489,,0.007741574
common_newt,0.0020408163,3.7933712489,,0.007741574
porcupine,0.0020408163,3.7933712489,,0.007741574
toucan,0.0020408163,3.7933712489,,0.007741574
marmot,0.0020408163,3.7933712489,,0.007741574
American_coot,0.0020408163,3.7933712489,,0.007741574
dumbbell,0.0040816327,1.8692317197,,0.0076295172
slot,0.0040816327,1.785329835,,0.0072870606
toy_terrier,0.0020408163,3.4923412533,,0.007127227
Japanese_spaniel,0.0020408163,3.4923412533,,0.007127227
fox_squirrel,0.0020408163,3.4923412533,,0.007127227
Border_collie,0.0020408163,3.4923412533,,0.007127227
sea_anemone,0.0020408163,3.4923412533,,0.007127227
isopod,0.0020408163,3.4923412533,,0.007127227
West_Highland_white_terrier,0.0020408163,3.4923412533,,0.007127227
Arctic_fox,0.0020408163,3.4923412533,,0.007127227
dugong,0.0020408163,3.4923412533,,0.007127227
spoonbill,0.0020408163,3.3161800989,,0.0067677145
wolf_spider,0.0020408163,3.3161800989,,0.0067677145
orange,0.0020408163,3.3161800989,,0.0067677145
redbone,0.0020408163,3.3161800989,,0.0067677145
night_snake,0.0020408163,3.3161800989,,0.0067677145
Pembroke,0.0020408163,3.3161800989,,0.0067677145
mashed_potato,0.0020408163,3.3161800989,,0.0067677145
beaver,0.0020408163,3.3161800989,,0.0067677145
European_gallinule,0.0020408163,3.3161800989,,0.0067677145
jackfruit,0.0020408163,3.3161800989,,0.0067677145
black_and_gold_garden_spider,0.0020408163,3.3161800989,,0.0067677145
hot_pot,0.0020408163,3.3161800989,,0.0067677145
gorilla,0.0020408163,3.3161800989,,0.0067677145
red_wine,0.0040816327,1.6434526765,,0.0067079701
ladle,0.0020408163,3.1911714557,,0.0065125948
African_elephant,0.0020408163,3.1911714557,,0.0065125948
white_wolf,0.0020408163,3.1911714557,,0.0065125948
blackandtan_coonhound,0.0020408163,3.1911714557,,0.0065125948
banded_gecko,0.0020408163,3.1911714557,,0.0065125948
grille,0.0020408163,3.1911714557,,0.0065125948
snail,0.0020408163,3.1911714557,,0.0065125948
German_shepherd,0.0020408163,3.1911714557,,0.0065125948
collie,0.0020408163,3.1911714557,,0.0065125948
lemon,0.0020408163,3.1911714557,,0.0065125948
American_Staffordshire_terrier,0.0020408163,3.1911714557,,0.0065125948
wombat,0.0020408163,3.1911714557,,0.0065125948
bathtub,0.0040816327,1.5797835966,,0.0064480963
American_egret,0.0020408163,3.0941215958,,0.0063145339
mantis,0.0020408163,3.0941215958,,0.0063145339
chiton,0.0020408163,3.0941215958,,0.0063145339
sea_urchin,0.0020408163,3.0941215958,,0.0063145339
flatworm,0.0020408163,3.0941215958,,0.0063145339
disk_brake,0.0020408163,3.0941215958,,0.0063145339
tiger,0.0020408163,3.0941215958,,0.0063145339
black_swan,0.0020408163,3.0941215958,,0.0063145339
chiffonier,0.0020408163,3.0941215958,,0.0063145339
coffeepot,0.0020408163,3.0941215958,,0.0063145339
ice_bear,0.0020408163,3.0941215958,,0.0063145339
diaper,0.0040816327,1.5185139399,,0.0061980161
tree_frog,0.0020408163,3.0149403498,,0.0061529395
dishwasher,0.0020408163,3.0149403498,,0.0061529395
soup_bowl,0.0020408163,3.0149403498,,0.0061529395
Rhodesian_ridgeback,0.0020408163,3.0149403498,,0.0061529395
flatcoated_retriever,0.0020408163,3.0149403498,,0.0061529395
bagel,0.0020408163,3.0149403498,,0.0061529395
yawl,0.0020408163,3.0149403498,,0.0061529395
Irish_setter,0.0020408163,3.0149403498,,0.0061529395
Siamese_cat,0.0020408163,3.0149403498,,0.0061529395
meat_loaf,0.0020408163,2.9479236198,,0.0060161707
wing,0.0020408163,2.9479236198,,0.0060161707
coral_reef,0.0020408163,2.9479236198,,0.0060161707
buckeye,0.0020408163,2.9479236198,,0.0060161707
burrito,0.0020408163,2.9479236198,,0.0060161707
American_alligator,0.0020408163,2.9479236198,,0.0060161707
sulphurcrested_cockatoo,0.0020408163,2.9479236198,,0.0060161707
red_fox,0.0020408163,2.9479236198,,0.0060161707
hen,0.0020408163,2.9479236198,,0.0060161707
trifle,0.0020408163,2.8898617213,,0.005897677
scabbard,0.0020408163,2.8898617213,,0.005897677
mitten,0.0020408163,2.8898617213,,0.005897677
cock,0.0020408163,2.8898617213,,0.005897677
measuring_cup,0.0020408163,2.8898617213,,0.005897677
tailed_frog,0.0020408163,2.8898617213,,0.005897677
revolver,0.0020408163,2.8388490907,,0.0057935696
artichoke,0.0020408163,2.8388490907,,0.0057935696
catamaran,0.0020408163,2.8388490907,,0.0057935696
amphibian,0.0020408163,2.8388490907,,0.0057935696
lifeboat,0.0020408163,2.8388490907,,0.0057935696
submarine,0.0020408163,2.8388490907,,0.0057935696
lens_cap,0.0020408163,2.8388490907,,0.0057935696
waffle_iron,0.0020408163,2.8388490907,,0.0057935696
henofthewoods,0.0020408163,2.8388490907,,0.0057935696
file,0.0020408163,2.8388490907,,0.0057935696
padlock,0.0020408163,2.8388490907,,0.0057935696
pickelhaube,0.0020408163,2.7930916002,,0.0057001869
bullet_train,0.0020408163,2.7930916002,,0.0057001869
tench,0.0020408163,2.7930916002,,0.0057001869
cornet,0.0020408163,2.7930916002,,0.0057001869
Gordon_setter,0.0020408163,2.7930916002,,0.0057001869
stingray,0.0020408163,2.7930916002,,0.0057001869
king_penguin,0.0020408163,2.751279104,,0.0056148553
printer,0.0020408163,2.751279104,,0.0056148553
sundial,0.0020408163,2.751279104,,0.0056148553
boa_constrictor,0.0020408163,2.751279104,,0.0056148553
albatross,0.0020408163,2.751279104,,0.0056148553
timber_wolf,0.0020408163,2.7134905431,,0.0055377358
car_mirror,0.0020408163,2.7134905431,,0.0055377358
yurt,0.0020408163,2.7134905431,,0.0055377358
bobsled,0.0020408163,2.7134905431,,0.0055377358
bald_eagle,0.0020408163,2.7134905431,,0.0055377358
hotdog,0.0020408163,2.7134905431,,0.0055377358
computer_keyboard,0.0020408163,2.7134905431,,0.0055377358
baseball,0.0020408163,2.6794278966,,0.0054682202
borzoi,0.0020408163,2.6794278966,,0.0054682202
recreational_vehicle,0.0020408163,2.6794278966,,0.0054682202
viaduct,0.0020408163,2.6464037262,,0.0054008239
half_track,0.0020408163,2.6464037262,,0.0054008239
convertible,0.0020408163,2.6464037262,,0.0054008239
pickup,0.0020408163,2.6170003411,,0.005340817
radiator,0.0020408163,2.6170003411,,0.005340817
hatchet,0.0020408163,2.6170003411,,0.005340817
starfish,0.0020408163,2.5888317256,,0.0052833301
cliff_dwelling,0.0020408163,2.5888317256,,0.0052833301
wool,0.0020408163,2.5888317256,,0.0052833301
jeep,0.0020408163,2.5888317256,,0.0052833301
paddle,0.0020408163,2.5622928645,,0.0052291691
cannon,0.0020408163,2.5622928645,,0.0052291691
beaker,0.0020408163,2.5622928645,,0.0052291691
school_bus,0.0020408163,2.5622928645,,0.0052291691
spatula,0.0020408163,2.5378190951,,0.0051792226
tank,0.0020408163,2.5378190951,,0.0051792226
barber_chair,0.0020408163,2.5378190951,,0.0051792226
espresso_maker,0.0020408163,2.5145477527,,0.0051317301
water_tower,0.0020408163,2.5145477527,,0.0051317301
liner,0.0020408163,2.5145477527,,0.0051317301
backpack,0.0020408163,2.5145477527,,0.0051317301
projectile,0.0020408163,2.5145477527,,0.0051317301
Chesapeake_Bay_retriever,0.0020408163,2.5145477527,,0.0051317301
paper_towel,0.0020408163,2.5145477527,,0.0051317301
sorrel,0.0020408163,2.5145477527,,0.0051317301
crash_helmet,0.0020408163,2.5145477527,,0.0051317301
basketball,0.0020408163,2.4913616938,,0.0050844116
knot,0.0020408163,2.4913616938,,0.0050844116
moving_van,0.0020408163,2.469822016,,0.0050404531
chocolate_sauce,0.0020408163,2.469822016,,0.0050404531
butternut_squash,0.0020408163,2.469822016,,0.0050404531
rugby_ball,0.0020408163,2.469822016,,0.0050404531
solar_dish,0.0020408163,2.469822016,,0.0050404531
whiskey_jug,0.0020408163,2.4313637642,,0.0049619669
Indian_elephant,0.0020408163,2.4313637642,,0.0049619669
pot,0.0020408163,2.4313637642,,0.0049619669
stopwatch,0.0020408163,2.4313637642,,0.0049619669
brown_bear,0.0020408163,2.4313637642,,0.0049619669
hand_blower,0.0020408163,2.4313637642,,0.0049619669
cradle,0.0020408163,2.4313637642,,0.0049619669
bucket,0.0020408163,2.4313637642,,0.0049619669
warplane,0.0020408163,2.4313637642,,0.0049619669
pretzel,0.0020408163,2.411619706,,0.0049216729
tow_truck,0.0020408163,2.411619706,,0.0049216729
wallet,0.0020408163,2.3944516808,,0.0048866361
spider_web,0.0020408163,2.3944516808,,0.0048866361
bassoon,0.0020408163,2.3944516808,,0.0048866361
doormat,0.0020408163,2.3944516808,,0.0048866361
water_bottle,0.0020408163,2.378397901,,0.0048538733
abacus,0.0020408163,2.378397901,,0.0048538733
harvester,0.0020408163,2.378397901,,0.0048538733
Great_Dane,0.0020408163,2.378397901,,0.0048538733
racket,0.0020408163,2.361727836,,0.0048198527
horizontal_bar,0.0020408163,2.361727836,,0.0048198527
upright,0.0020408163,2.361727836,,0.0048198527
airship,0.0020408163,2.3443922737,,0.004784474
maypole,0.0020408163,2.3304137734,,0.0047559465
greenhouse,0.0020408163,2.3304137734,,0.0047559465
maraca,0.0020408163,2.3159703455,,0.0047264701
vase,0.0020408163,2.3010299957,,0.0046959796
gasmask,0.0020408163,2.3010299957,,0.0046959796
loupe,0.0020408163,2.3010299957,,0.0046959796
oxcart,0.0020408163,2.3010299957,,0.0046959796
pool_table,0.0020408163,2.3010299957,,0.0046959796
croquet_ball,0.0020408163,2.2878017299,,0.0046689831
knee_pad,0.0020408163,2.2878017299,,0.0046689831
pinwheel,0.0020408163,2.2741578493,,0.0046411385
breastplate,0.0020408163,2.2741578493,,0.0046411385
violin,0.0020408163,2.260071388,,0.0046123906
bison,0.0020408163,2.260071388,,0.0046123906
gong,0.0020408163,2.260071388,,0.0046123906
megalith,0.0020408163,2.2479732664,,0.0045877005
golf_ball,0.0020408163,2.2479732664,,0.0045877005
goblet,0.0020408163,2.2479732664,,0.0045877005
fire_screen,0.0020408163,2.2227164712,,0.0045361561
forklift,0.0020408163,2.2227164712,,0.0045361561
totem_pole,0.0020408163,2.2227164712,,0.0045361561
harp,0.0020408163,2.2121876044,,0.0045146686
sombrero,0.0020408163,2.2121876044,,0.0045146686
garbage_truck,0.0020408163,2.2121876044,,0.0045146686
pedestal,0.0020408163,2.1903316982,,0.0044700647
iron,0.0020408163,2.1789769473,,0.0044468917
hog,0.0020408163,2.1673173348,,0.0044230966
pole,0.0020408163,2.1303337685,,0.0043476199
cleaver,0.0020408163,2.1205739312,,0.0043277019
triceratops,0.0020408163,2.1105897103,,0.0043073259
safe,0.0020408163,2.1003705451,,0.0042864705
bolo_tie,0.0020408163,2.1003705451,,0.0042864705
grand_piano,0.0020408163,2.0934216852,,0.0042722892
bubble,0.0020408163,2.0934216852,,0.0042722892
space_shuttle,0.0020408163,2.0827853703,,0.0042505824
corkscrew,0.0020408163,2.0755469614,,0.0042358101
kimono,0.0020408163,2.0755469614,,0.0042358101
potters_wheel,0.0020408163,2.0755469614,,0.0042358101
bath_towel,0.0020408163,2.0128372247,,0.0041078311
vault,0.0020408163,2.0043213738,,0.0040904518
barn,0.0020408163,1.9731278536,,0.0040267915
lumbermill,0.0020408163,1.9637878274,,0.0040077303
shower_cap,0.0020408163,1.9590413923,,0.0039980437
beer_glass,0.0020408163,1.9344984512,,0.003947956
abaya,0.0020408163,1.9294189257,,0.0039375896
bow,0.0020408163,1.9138138524,,0.0039057426
hair_spray,0.0020408163,1.8976270913,,0.0038727083
throne,0.0020408163,1.8976270913,,0.0038727083
wine_bottle,0.0020408163,1.5051499783,,0.0030717346
,,,,
Ecommerce,,,next,
web_site,0.1849710983,0.6989700043,,0.1292892494
envelope,0.112716763,1,,0.112716763
book_jacket,0.1170520231,0.7781512504,,0.0910841782
hair_slide,0.0476878613,1.8512583487,,0.0882825513
screwdriver,0.0520231214,1.4913616938,,0.0775852904
packet,0.0476878613,1.5563025008,,0.0742167378
pill_bottle,0.0375722543,1.8633228601,,0.0700092404
switch,0.0404624277,1.7160033436,,0.0694336613
binder,0.0419075145,1.6434526765,,0.0688730168
picket_fence,0.0505780347,1.3424226808,,0.0678971009
face_powder,0.0361271676,1.7923916895,,0.064754035
digital_clock,0.0549132948,1.1760912591,,0.064583046
spotlight,0.0332369942,1.7558748557,,0.0583600024
nipple,0.0260115607,2.1003705451,,0.0546339159
jersey,0.0346820809,1.5563025008,,0.0539758093
necklace,0.024566474,2.1583624921,,0.053023356
street_sign,0.0404624277,1.3010299957,,0.0526428322
monitor,0.0332369942,1.5563025008,,0.0517268172
tray,0.0289017341,1.748188027,,0.0505256655
plate_rack,0.024566474,2.0492180227,,0.0503420613
chime,0.0289017341,1.7323937598,,0.0500691838
whistle,0.0289017341,1.7075701761,,0.0493517392
screw,0.0260115607,1.8864907252,,0.049070568
clog,0.0231213873,2.1003705451,,0.0485634808
lighter,0.0260115607,1.8633228601,,0.0484679357
wallet,0.0202312139,2.3944516808,,0.0484426641
carton,0.0260115607,1.8573324964,,0.048312117
shower_curtain,0.0317919075,1.5185139399,,0.0482764547
crate,0.024566474,1.9542425094,,0.0480088478
nail,0.0289017341,1.6434526765,,0.0474986323
pencil_sharpener,0.024566474,1.9190780924,,0.047144982
medicine_chest,0.0274566474,1.7160033436,,0.0471156987
vase,0.0202312139,2.3010299957,,0.04655263
bottlecap,0.0260115607,1.7558748557,,0.0456730454
comic_book,0.0404624277,1.1139433523,,0.0450728524
Band_Aid,0.0303468208,1.4771212547,,0.044825934
chest,0.0187861272,2.3443922737,,0.0440420514
puck,0.0289017341,1.5185139399,,0.0438876861
mailbag,0.0173410405,2.5145477527,,0.0436048743
candle,0.0260115607,1.6720978579,,0.0434938749
menu,0.0303468208,1.414973348,,0.0429399426
ballpoint,0.0216763006,1.9731278536,,0.0427701124
jigsaw_puzzle,0.0289017341,1.4771212547,,0.0426913657
hook,0.024566474,1.7160033436,,0.0421561515
oil_filter,0.0187861272,2.2227164712,,0.0417562343
scoreboard,0.0289017341,1.4313637642,,0.0413688949
cassette,0.0187861272,2.1398790864,,0.0402000406
lotion,0.0202312139,1.9777236053,,0.0400117492
screen,0.0231213873,1.7242758696,,0.0398676502
purse,0.0144508671,2.751279104,,0.0397583686
rubber_eraser,0.0187861272,2.0827853703,,0.0391274708
safety_pin,0.0187861272,2.0606978404,,0.0387125317
desk,0.0173410405,2.2121876044,,0.0383616348
toilet_seat,0.0202312139,1.8750612634,,0.0379347654
wool,0.0144508671,2.5888317256,,0.0374108631
container_ship,0.024566474,1.5051499783,,0.0369762278
safe,0.0173410405,2.1003705451,,0.0364226106
slot,0.0202312139,1.785329835,,0.0361193897
carpenters_kit,0.0202312139,1.785329835,,0.0361193897
beer_bottle,0.0202312139,1.7781512504,,0.0359741582
maze,0.0231213873,1.5440680444,,0.0357009952
perfume,0.0202312139,1.7558748557,,0.0355234797
pot,0.0144508671,2.4313637642,,0.0351353145
bucket,0.0144508671,2.4313637642,,0.0351353145
prayer_rug,0.0158959538,2.2013971243,,0.0349933069
radio,0.0144508671,2.411619706,,0.0348499958
magnetic_compass,0.0158959538,2.1903316982,,0.0348174114
altar,0.0216763006,1.591064607,,0.0344883947
thimble,0.0130057803,2.6464037262,,0.0344185456
window_shade,0.0187861272,1.806179974,,0.0339311267
hamper,0.0144508671,2.3443922737,,0.0338785011
television,0.0202312139,1.6532125138,,0.0334464959
loupe,0.0144508671,2.3010299957,,0.0332518786
buckle,0.0173410405,1.9138138524,,0.0331875235
throne,0.0173410405,1.8976270913,,0.0329068282
Petri_dish,0.0144508671,2.2479732664,,0.0324851628
matchstick,0.0173410405,1.8633228601,,0.0323119571
can_opener,0.0144508671,2.2355284469,,0.0323053244
solar_dish,0.0130057803,2.469822016,,0.0321219626
studio_couch,0.0158959538,2.0043213738,,0.0318605999
analog_clock,0.0187861272,1.6812412374,,0.0315840117
cash_machine,0.0187861272,1.6627578317,,0.0312367801
lampshade,0.0144508671,2.1492191127,,0.0310580797
modem,0.0130057803,2.378397901,,0.0309329207
chain,0.0144508671,2.1398790864,,0.0309231082
mortar,0.0115606936,2.6464037262,,0.0305942627
bow,0.0158959538,1.9138138524,,0.0304218965
hair_spray,0.0158959538,1.8976270913,,0.0301645925
patio,0.0158959538,1.8976270913,,0.0301645925
crane,0.0158959538,1.8750612634,,0.0298058871
knee_pad,0.0130057803,2.2878017299,,0.0297546468
croquet_ball,0.0130057803,2.2878017299,,0.0297546468
Windsor_tie,0.0158959538,1.8633228601,,0.029619294
tennis_ball,0.0130057803,2.2741578493,,0.0295771975
stole,0.0144508671,2.0413926852,,0.0294998943
velvet,0.0115606936,2.5378190951,,0.0293389491
wardrobe,0.0187861272,1.5563025008,,0.0292368967
scale,0.0130057803,2.2355284469,,0.0290747919
oxygen_mask,0.0130057803,2.2227164712,,0.0289081622
lab_coat,0.0187861272,1.5185139399,,0.028526996
pedestal,0.0130057803,2.1903316982,,0.028486973
pick,0.0158959538,1.7781512504,,0.02826541
combination_lock,0.0130057803,2.1583624921,,0.0280711885
window_screen,0.0144508671,1.9294189257,,0.0278817764
ear,0.0115606936,2.411619706,,0.0278799966
vestment,0.0158959538,1.748188027,,0.027789116
doormat,0.0115606936,2.3944516808,,0.0276815223
table_lamp,0.0115606936,2.378397901,,0.0274959295
cup,0.0101156069,2.7134905431,,0.0274486038
shield,0.0158959538,1.7242758696,,0.0274090095
dining_table,0.0130057803,2.1003705451,,0.027316958
bolo_tie,0.0130057803,2.1003705451,,0.027316958
sliding_door,0.0144508671,1.8864907252,,0.0272614267
corkscrew,0.0130057803,2.0755469614,,0.0269941079
refrigerator,0.0130057803,2.0755469614,,0.0269941079
digital_watch,0.0130057803,2.0755469614,,0.0269941079
maraca,0.0115606936,2.3159703455,,0.0267742236
handkerchief,0.0115606936,2.3010299957,,0.0266015028
mousetrap,0.0115606936,2.2878017299,,0.0264485749
beaker,0.0101156069,2.5622928645,,0.0259191475
ski,0.0144508671,1.7634279936,,0.0254830635
pillow,0.0101156069,2.5145477527,,0.0254361767
folding_chair,0.0101156069,2.5145477527,,0.0254361767
backpack,0.0101156069,2.5145477527,,0.0254361767
lipstick,0.0130057803,1.9542425094,,0.0254164488
coral_fungus,0.0115606936,2.1903316982,,0.0253217537
syringe,0.0130057803,1.9294189257,,0.0250935987
entertainment_center,0.0101156069,2.469822016,,0.0249837487
jean,0.0115606936,2.1398790864,,0.0247384865
pajama,0.0130057803,1.8976270913,,0.0246801211
reflex_camera,0.0086705202,2.8388490907,,0.0246142985
bathing_cap,0.0144508671,1.69019608,,0.0244247988
water_bottle,0.0101156069,2.378397901,,0.0240589383
racket,0.0101156069,2.361727836,,0.0238903105
airship,0.0101156069,2.3443922737,,0.0237149507
microphone,0.0115606936,2.0374264979,,0.0235540636
palace,0.0130057803,1.806179974,,0.02349078
nematode,0.0101156069,2.3010299957,,0.023276315
plate,0.0101156069,2.3010299957,,0.023276315
tripod,0.0101156069,2.3010299957,,0.023276315
gown,0.0130057803,1.7634279936,,0.0229347571
sweatshirt,0.0101156069,2.2355284469,,0.0226137271
fountain,0.0173410405,1.3010299957,,0.0225612138
fire_screen,0.0101156069,2.2227164712,,0.0224841262
plastic_bag,0.0101156069,2.2013971243,,0.022268468
tape_player,0.0086705202,2.5622928645,,0.0222164121
coffee_mug,0.0101156069,2.1903316982,,0.0221565345
sunscreen,0.0115606936,1.8976270913,,0.0219378854
poncho,0.0101156069,2.1583624921,,0.0218331466
cassette_player,0.0086705202,2.5145477527,,0.0218024372
quilt,0.0086705202,2.4913616938,,0.021601402
cliff,0.0115606936,1.8573324964,,0.021472052
honeycomb,0.0086705202,2.469822016,,0.0214146418
fireboat,0.0115606936,1.8512583487,,0.0214018306
French_loaf,0.0072254335,2.9479236198,,0.0213000262
loudspeaker,0.0086705202,2.4502491083,,0.0212449345
rocking_chair,0.0086705202,2.4502491083,,0.0212449345
bell_cote,0.0130057803,1.6334684556,,0.0212445319
whiskey_jug,0.0086705202,2.4313637642,,0.0210811887
hand_blower,0.0086705202,2.4313637642,,0.0210811887
stopwatch,0.0086705202,2.4313637642,,0.0210811887
cradle,0.0086705202,2.4313637642,,0.0210811887
toyshop,0.0130057803,1.6127838567,,0.0209755126
water_jug,0.0072254335,2.8898617213,,0.0208805038
library,0.0115606936,1.7993405495,,0.0208016248
parachute,0.0101156069,2.0492180227,,0.020729084
abacus,0.0086705202,2.378397901,,0.0206219471
wall_clock,0.0115606936,1.7781512504,,0.0205566619
waffle_iron,0.0072254335,2.8388490907,,0.0205119154
power_drill,0.0086705202,2.361727836,,0.020477409
maillot,0.0144508671,1.414973348,,0.0204475917
bookcase,0.0086705202,2.3443922737,,0.0203271006
greenhouse,0.0086705202,2.3304137734,,0.0202058998
lawn_mower,0.0072254335,2.7930916002,,0.0201812977
seashore,0.0101156069,1.9867717343,,0.0200974019
aircraft_carrier,0.0086705202,2.3159703455,,0.0200806677
swing,0.0101156069,1.9731278536,,0.0199593858
birdhouse,0.0086705202,2.3010299957,,0.0199511271
barometer,0.0072254335,2.751279104,,0.0198791843
lumbermill,0.0101156069,1.9637878274,,0.0198649058
vending_machine,0.0101156069,1.9637878274,,0.0198649058
bib,0.0086705202,2.2741578493,,0.0197181316
oscilloscope,0.0101156069,1.9395192526,,0.0196194144
pop_bottle,0.0086705202,2.260071388,,0.0195959947
bakery,0.0086705202,2.260071388,,0.0195959947
bookshop,0.0101156069,1.9294189257,,0.0195172435
abaya,0.0101156069,1.9294189257,,0.0195172435
moped,0.0072254335,2.6794278966,,0.0193600282
vacuum,0.0072254335,2.6794278966,,0.0193600282
sandal,0.0101156069,1.9138138524,,0.0193593887
fourposter,0.0086705202,2.2121876044,,0.0191808174
sombrero,0.0086705202,2.2121876044,,0.0191808174
convertible,0.0072254335,2.6464037262,,0.0191214142
shopping_basket,0.0072254335,2.6464037262,,0.0191214142
bulletproof_vest,0.0086705202,2.1789769473,,0.0188928637
iron,0.0086705202,2.1789769473,,0.0188928637
muzzle,0.0072254335,2.5888317256,,0.0187054315
letter_opener,0.0072254335,2.5622928645,,0.0185136768
cleaver,0.0086705202,2.1205739312,,0.0183864792
soap_dispenser,0.0072254335,2.5378190951,,0.0183368432
hoopskirt,0.0086705202,2.1105897103,,0.0182999108
barrel,0.0101156069,1.806179974,,0.0182706067
torch,0.0101156069,1.806179974,,0.0182706067
confectionery,0.0086705202,2.1003705451,,0.0182113053
shoe_shop,0.0101156069,1.7993405495,,0.0182014217
punching_bag,0.0086705202,2.0934216852,,0.0181510551
brass,0.0101156069,1.785329835,,0.0180596949
caldron,0.0072254335,2.4913616938,,0.0180011683
crib,0.0072254335,2.4913616938,,0.0180011683
knot,0.0072254335,2.4913616938,,0.0180011683
sleeping_bag,0.0072254335,2.469822016,,0.0178455348
chocolate_sauce,0.0072254335,2.469822016,,0.0178455348
paintbrush,0.0086705202,2.0293837777,,0.0175958131
wig,0.0115606936,1.5185139399,,0.0175550744
pretzel,0.0072254335,2.411619706,,0.0174249979
tow_truck,0.0072254335,2.411619706,,0.0174249979
coil,0.0086705202,2.0043213738,,0.017378509
handheld_computer,0.0072254335,2.378397901,,0.0171849559
goldfish,0.0057803468,2.9479236198,,0.0170400209
rule,0.0086705202,1.9637878274,,0.0170270621
shower_cap,0.0086705202,1.9590413923,,0.016985908
remote_control,0.0072254335,2.3443922737,,0.0169392505
mailbox,0.0072254335,2.3443922737,,0.0169392505
racer,0.0072254335,2.3159703455,,0.0167338898
scabbard,0.0057803468,2.8898617213,,0.016704403
dock,0.0072254335,2.2741578493,,0.0164317764
cocktail_shaker,0.0072254335,2.2741578493,,0.0164317764
Loafer,0.0057803468,2.8388490907,,0.0164095323
brassiere,0.0115606936,1.414973348,,0.0163580734
cowboy_hat,0.0072254335,2.2479732664,,0.0162425814
tractor,0.0072254335,2.2227164712,,0.0160600901
pingpong_ball,0.0072254335,2.2121876044,,0.0159840145
stretcher,0.0072254335,2.2013971243,,0.0159060486
harmonica,0.0072254335,2.1583624921,,0.0155951047
ice_lolly,0.0072254335,2.1492191127,,0.0155290398
pencil_box,0.0057803468,2.6794278966,,0.0154880225
panpipe,0.0072254335,2.1398790864,,0.0154615541
tobacco_shop,0.0086705202,1.7781512504,,0.0154174964
beacon,0.0072254335,2.1303337685,,0.015392585
mortarboard,0.0072254335,2.1303337685,,0.015392585
diaper,0.0101156069,1.5185139399,,0.0153606901
macaw,0.0057803468,2.6464037262,,0.0152971314
lakeside,0.0086705202,1.7634279936,,0.0152898381
eggnog,0.0057803468,2.6170003411,,0.0151271696
gyromitra,0.0057803468,2.6170003411,,0.0151271696
stone_wall,0.0072254335,2.0934216852,,0.0151258792
space_shuttle,0.0072254335,2.0827853703,,0.0150490272
mobile_home,0.0072254335,2.0827853703,,0.0150490272
kimono,0.0072254335,2.0755469614,,0.0149967266
swab,0.0072254335,2.0606978404,,0.0148894353
espresso,0.0057803468,2.5622928645,,0.0148109414
washer,0.0057803468,2.5622928645,,0.0148109414
geyser,0.0072254335,2.0293837777,,0.0146631776
bath_towel,0.0072254335,2.0128372247,,0.0145436216
liner,0.0057803468,2.5145477527,,0.0145349581
china_cabinet,0.0057803468,2.5145477527,,0.0145349581
espresso_maker,0.0057803468,2.5145477527,,0.0145349581
teddy,0.0057803468,2.5145477527,,0.0145349581
shoji,0.0057803468,2.4913616938,,0.0144009346
moving_van,0.0057803468,2.469822016,,0.0142764278
